publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1155223421,Impact of Food Insecurity and Undernutrition on Frailty and Physical Functioning in Aging People With HIV in the United States,10.1097/jnc.0000000000000395,Rapid Eating Assessment for Participants (REAP),false,false,A dietary screening questionnaire evaluating frequency of consumption of various food groups; modified for this study.,"Gans et al., 2006 (original REAP development)",Nutrition assessment
pub.1155381401,"Food Insecurity, the Food Environment, and COVID-19 in Rural South Carolina",10.1097/fch.0000000000000355,Rural South Carolina COVID-19 Food Environment Survey,true,true,"A purpose‑built, cross‑sectional survey of 587 low‑income rural adults assessing food access, food security, physical activity, and demographic characteristics during the COVID‑19 pandemic.",Authors (Clemson University research team),Public Health / Food Environment
pub.1155521462,Effect of Canada Child Benefit on Food Insecurity: A Propensity Score−Matched Analysis,10.1016/j.amepre.2023.01.027,Canadian Income Survey (CIS),true,true,"A nationally representative, annual cross‑sectional survey collecting data on individuals' income, income sources, and sociodemographic characteristics in Canada.",Statistics Canada,Social/Economic Survey
pub.1155710178,Household food insecurity and childhood obesity/overweight among children with special healthcare needs: Results from a nationally representative sample of 10–17 years old U.S. children,10.1111/ijpo.13015,Medical Expenditure Panel Survey (MEPS),true,false,"Longitudinal survey of health care use, expenditures, and insurance coverage of the U.S. civilian non‑institutionalized population.",Agency for Healthcare Research and Quality (AHRQ),Health economics / Health services research
pub.1155892271,"Hospital-Based, Community Teaching Kitchen Integrates Diabetes Education, Culinary Medicine, and Food Assistance: Case Study During the COVID-19 Pandemic",10.1007/s11606-022-07931-5,Behavioral Risk Factor Surveillance System,true,false,"A telephone survey system collecting data on health-related risk behaviors, chronic health conditions, and use of preventive services in the U.S.",CDC,"Public health, epidemiology"
pub.1155949241,Disparities and Determinants of Food Insecurity for New Mexico’s Unique Populations,10.1007/s41996-023-00113-3,Small Area Income and Poverty Estimates,true,false,Annual estimates of income and poverty for U.S. counties and school districts.,U.S. Census Bureau,Economic statistics
pub.1155949241,Disparities and Determinants of Food Insecurity for New Mexico’s Unique Populations,10.1007/s41996-023-00113-3,U.S. Census Bureau QuickFacts,true,false,"Online tool that provides summary statistics for U.S. states, counties, and cities.",U.S. Census Bureau,Demography
pub.1156304476,From Syringes to Dishes: Improving Food Security Through Vaccination,10.2139/ssrn.4390226,Household Pulse Survey (HPS),true,true,A rapid‑turnaround survey conducted by the U.S. Census Bureau to capture household experiences during the COVID‑19 pandemic.,U.S. Census Bureau (https://www.census.gov/programs-surveys/household-pulse-survey.html),Public health / Labor economics
pub.1156304476,From Syringes to Dishes: Improving Food Security Through Vaccination,10.2139/ssrn.4390226,COVID-19 U.S. State Policy (CUSP) database,true,true,"A compiled dataset of state‑level COVID‑19 policies, including vaccine eligibility dates and criteria.",Oxford COVID‑19 Government Response Tracker / CUSP project (https://www.covidpolicytracker.org),Public policy / Epidemiology
pub.1156309782,Delivering Food Resources and Kitchen Skills (FoRKS) to Adults with Food Insecurity and Hypertension: A Pilot Study,10.3390/nu15061452,Four‑Domain Food Insecurity Scale (4D‑FIS),true,true,"A 16‑item instrument that expands USDA HFSSM by assessing quantitative, qualitative, psychological, and social dimensions of food insecurity.",Developed by researchers; referenced in the paper's citations.,Food security / Public health
pub.1156309782,Delivering Food Resources and Kitchen Skills (FoRKS) to Adults with Food Insecurity and Hypertension: A Pilot Study,10.3390/nu15061452,Automated Self‑Assisted 24‑h Dietary Recall Tool (ASA‑24),true,true,Web‑based 24‑hour dietary recall system that records detailed food and nutrient intake.,National Cancer Institute (NCI),Nutrition / Dietary assessment
pub.1156533500,Food Insecurity and Adequacy of Dietary Intake in Youth and Young Adults With Youth-Onset Type 1 and Type 2 Diabetes,10.1016/j.jand.2023.03.013,SEARCH for Diabetes in Youth Study,true,true,"A multicenter observational cohort of youth‑onset diabetes in the United States, collecting clinical, survey, and dietary information.",National Institutes of Health (NIH) funded cohort; coordinated by CDC and academic centers,Diabetes / Clinical epidemiology
pub.1156670981,Achieving a healthy home food environment: perspectives on parents’ nutrition education needs when living with food insecurity,10.1186/s41110-023-00203-0,USDA Economic Research Service Household Food Security in the United States 2020 (Coleman‑Jensen et al.),true,false,Annual USDA ERS report providing national estimates of household food security for 2020.,"U.S. Department of Agriculture, Economic Research Service",Food security / Agricultural economics
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,U.S. Women's Interagency HIV Study (WIHS),true,false,A longitudinal cohort study of women living with or at risk for HIV in the United States.,U.S. Women's Interagency HIV Study,Epidemiology / HIV research
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,California Women's Health Survey (CWHS),true,false,A state‑level health survey of women in California.,California Women's Health Survey,Public health / women's health
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,National Longitudinal Study of Adolescent to Adult Health (Add Health),true,false,A longitudinal cohort study following adolescents into adulthood in the United States.,Add Health,Sociology / health
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,Vermont Youth Risk Behavior Surveillance Survey (YRBS),true,false,State‑level surveillance survey monitoring health‑risk behaviors among youth.,Vermont YRBS,Public health / adolescent health
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,Canadian Community Health Survey (CCHS),true,false,"A national cross‑sectional survey collecting information on health status, health care utilization, and health determinants in Canada.",Canadian Community Health Survey,Public health / Canada
pub.1156905867,Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review,10.1177/15248380231165689,U.S. Fragile Families and Child Wellbeing Study,true,false,"A longitudinal study of families with children born in large U.S. cities, focusing on family structure and child outcomes.",Fragile Families and Child Wellbeing Study,Sociology / child development
