publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1150752372,"Food Insecurity and Food Worries During the COVID-19 Pandemic: A Point-In-Time Study of Injured United States Veterans",10.1080/19320248.2022.2118564,"Coronavirus Exposure and Concerns questionnaire",8,8,"A 22‑item survey measuring exposure to COVID‑19, related worries, and behavioral responses.","Developed in the United Kingdom; adapted for this study","COVID‑19 exposure and psychosocial impact"
pub.1150752374,"Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University",10.1080/19320248.2022.2119119,"Household Food Security Survey Module (six‑item short form)",9.5,8.5,"A validated six‑item questionnaire that assesses household food‑security status over the past 12 months.","U.S. Department of Agriculture (USDA) Food Security Survey Module","Public health / nutrition"
pub.1150752374,"Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University",10.1080/19320248.2022.2119119,"Pittsburgh Sleep Quality Index (PSQI)",9.3,8.2,"A 19‑item instrument that yields a global score (0‑21) to classify sleep quality as good or poor.","Buysse et al., 1989, Psychiatry Research","Sleep research / public health"
pub.1150752374,"Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University",10.1080/19320248.2022.2119119,"Beverage Questionnaire‑15 (BEVQ‑15)",9,8,"A 15‑item questionnaire that quantifies habitual beverage intake and calculates kilocalories from sugar‑sweetened beverages.","Hedrick et al., 2012, Journal of the Academy of Nutrition and Dietetics","Nutrition / dietary assessment"
pub.1150752374,"Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University",10.1080/19320248.2022.2119119,"Eating At America’s Table Study (EATS) fruit & vegetable questionnaire",9.1,8,"A questionnaire from the NIH EATS that captures frequency and portion size of fruit and vegetable intake.","Subar et al., 2001, American Journal of Epidemiology (EATS)","Nutrition / dietary assessment"
pub.1150797390,"Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review",10.1101/2022.09.06.22279548,"Food Acquisition and Purchase Survey (FoodAPS)",9,1,"A nationally representative survey that collects detailed information on food acquisition and purchase behaviors of U.S. households.","U.S. Department of Agriculture","Nutrition/Public Health"
pub.1150797390,"Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review",10.1101/2022.09.06.22279548,"National Health and Nutrition Examination Survey (NHANES)",9,1,"A continuous program of studies designed to assess the health and nutritional status of adults and children in the United States.","U.S. Centers for Disease Control and Prevention (CDC)","Health/Nutrition"
pub.1150797390,"Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review",10.1101/2022.09.06.22279548,"Hispanic Community Children’s Health Study / Study of Latino Youth (SOL Youth)",8,1,"A longitudinal cohort study examining health, nutrition, and psychosocial factors among Hispanic/Latino children and adolescents in the United States.","","Public Health/Epidemiology"
pub.1150797390,"Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review",10.1101/2022.09.06.22279548,"Healthy Communities Study",8,1,"A large, multilevel, cross‑sectional study evaluating how community, school, and home environments influence children’s diet and health outcomes.","","Nutrition/Public Health"
pub.1150797390,"Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review",10.1101/2022.09.06.22279548,"USDA GPRA Food Security Indicator",7,1,"The Government Performance and Results Act (GPRA) food security indicator is a USDA‑derived measure used to assess household food security status.","U.S. Department of Agriculture","Public Policy/Nutrition"
pub.1150830229,"Associated factors with patient-reported unmet food needs among emergency department adult patients – A social need perspective",10.1016/j.pmedr.2022.101974,"Utah Emergency Department patient social needs dataset",9,9,"Individual‑level data on 2,290 adult ED patients including demographic variables, responses to a 10‑item social needs screener, and health‑care utilization metrics.","Academic health sciences center Emergency Department, University of Utah","Healthcare / Public Health"
pub.1150830229,"Associated factors with patient-reported unmet food needs among emergency department adult patients – A social need perspective",10.1016/j.pmedr.2022.101974,"United Way of Salt Lake food provider addresses",9,8.5,"Geocoded list of food pantries, congregate meals sites, home‑delivered meals, food production support services, and soup kitchens in Utah.","United Way of Salt Lake (non‑profit organization)","Geospatial / Food Access"
pub.1150830229,"Associated factors with patient-reported unmet food needs among emergency department adult patients – A social need perspective",10.1016/j.pmedr.2022.101974,"USDA Rural‑Urban Commuting Area Codes (RUCA)",9,8.5,"Classification scheme that labels ZIP Codes as metropolitan or non‑metropolitan based on commuting patterns.","USDA Economic Research Service","Geography / Socio‑economic classification"
pub.1150830229,"Associated factors with patient-reported unmet food needs among emergency department adult patients – A social need perspective",10.1016/j.pmedr.2022.101974,"US Census 2019 5‑year estimates",9,8.5,"American Community Survey 5‑year estimates providing demographic and socioeconomic variables at the ZIP Code level.","U.S. Census Bureau","Demography / Socio‑economic data"
pub.1150830229,"Associated factors with patient-reported unmet food needs among emergency department adult patients – A social need perspective",10.1016/j.pmedr.2022.101974,"SNAP utilization rates by ZIP Code",8.5,8,"Proportion of households in each ZIP Code that received Supplemental Nutrition Assistance Program benefits during the prior year.","Derived from USDA SNAP administrative data or ACS SNAP estimates","Public assistance / Food security"
pub.1150883003,"Racial Disparities in Neighborhood and Household Socioeconomic Disadvantage Predict Postpartum Weight Retention",10.1016/j.focus.2022.100029,"American Community Survey (ACS)",9,9,"A recurring nationwide survey by the U.S. Census Bureau that provides detailed socioeconomic and demographic data at the census‑tract level.","U.S. Census Bureau","Socioeconomic / Demographic"
pub.1150883003,"Racial Disparities in Neighborhood and Household Socioeconomic Disadvantage Predict Postpartum Weight Retention",10.1016/j.focus.2022.100029,"iGrow (Infant Growth and Development Study) cohort",9,9,"A longitudinal cohort of pregnant women and their infants designed to investigate early life predictors of childhood obesity; provides demographic, health, and socioeconomic data.","Study authors; protocol paper cited in the article.","Maternal and child health / Obesity research"
pub.1150887742,"Racial/Ethnic Differences in the Association Between Food Security and Depressive Symptoms Among Adult Foreign-Born Immigrants in the US: A Cross-Sectional Study",10.1007/s10903-022-01393-x,"National Health and Nutrition Examination Survey (NHANES)",10,9,"A series of cross‑sectional surveys conducted by the U.S. National Center for Health Statistics (NCHS) that assess health and nutritional status of a nationally representative sample of the civilian non‑institutionalized U.S. population.","U.S. National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention (CDC).","Public health / epidemiology / nutrition"
pub.1150922870,"Food insecurity among African Americans in the United States: A scoping review",10.1371/journal.pone.0274434,"Household Food Security Survey Module (HFSSM)",9,2,"USDA's Household Food Security Survey Module used to assess food‑security status of households.","U.S. Department of Agriculture","Nutrition / Public Health"
pub.1150922870,"Food insecurity among African Americans in the United States: A scoping review",10.1371/journal.pone.0274434,"Six‑Item Short Form of the Food Security Survey Module",9,2,"A shortened 6‑item version of the USDA HFSSM.","U.S. Department of Agriculture","Nutrition / Public Health"
